Hour,Heating Load (kW)
5455,0.05264925201774746
5456,0.0527476678002318
5457,0.052577550212681776
5458,0.05174276117652636
5459,0.05061385792649686
5460,0.04988501839961244
5461,0.048437451816672854
5462,0.04709388662969766
5463,0.04679114723281476
5464,0.04636774585008246
5465,0.04528705787251332
5466,0.04423098112329787
5467,0.04650490203374284
5468,0.04740655074114998
5469,0.048888756207736556
5470,0.05079823201457404
5471,0.052156182526933575
5472,0.05282154405304755
5473,0.4755699785945169
5474,1.1410593141520893
5475,1.2094238683628469
5476,1.1650830688884353
5477,0.808080708720479
5478,1.1910409668272954
5479,0.7193322931950469
5480,0.052314703270505525
5481,0.050544363998006756
5482,0.04819184331178193
5483,0.046753072466702975
5484,0.04554988734044473
5485,0.0441137095699339
5486,0.04301242014201973
5487,0.04198562227017455
5488,0.0417746332384985
5489,0.04209984511637522
5490,0.04343792517154409
5491,0.04467491455415441
5492,0.04459331712549351
5493,0.0460881071309124
5494,0.047619440463373186
5495,0.04805152493465871
5496,0.04805536550320956
5497,0.04916750421705735
5498,0.04970325107735205
5499,0.05134610474058738
5500,0.05093612762307909
5501,0.050735157233491125
5502,0.05062349537023627
5503,0.05072298989695382
5504,0.05047749383828943
5505,0.04963687247668779
5506,0.04839574981187455
5507,0.047059535819645185
5508,0.046083909788745096
5509,0.044766400093604906
5510,0.04401103344873782
5511,0.043201695120105923
5512,0.04354320370526157
5513,0.04517418601808289
5514,0.045753678206540103
5515,0.046972097493654254
5516,0.04838998503766905
5517,0.04964243585878103
5518,0.051233783328864226
5519,0.05215856292214922
5520,0.05293382266710092
5521,0.9104000904794114
5522,1.4247113162394005
5523,3.490491687927524
5524,3.2810742200782044
5525,3.5063235570091433
5526,3.2648358525168946
5527,3.4439548033730003
5528,1.5082648123460776
5529,0.052078988929420804
5530,0.04900832032611882
5531,0.04715300029310292
5532,0.04615205370843912
5533,0.04507520966694818
5534,0.0440656958697896
5535,0.04382613104160748
5536,0.04368822514996637
5537,0.044376033373231795
5538,0.04491961642773616
5539,0.04701293918777431
5540,0.0488983689105277
5541,0.04956771293336976
5542,0.05047754662520962
5543,0.050766995856607676
5544,0.05135614095896166
5545,0.05193902370654984
5546,0.05231553386891048
5547,0.052924523114861295
5548,0.05317833732365919
5549,0.05316688031220602
5550,0.5853745475856394
5551,0.4769831619629261
5552,0.20831891081331125
5553,0.05275919644643444
5554,0.051679759976480874
5555,0.050585579711705284
5556,0.04967549732870303
5557,0.04869720627880308
5558,0.04795744673333406
5559,0.048094539193758806
5560,0.04772346677234972
5561,0.04743899450682746
5562,0.048107759332123176
5563,0.04860061087806771
5564,0.048112196343815736
5565,0.04897341490686752
5566,0.05053123000392208
5567,0.05229081998095063
5568,0.052790656024943525
5569,0.1250080925344382
5570,0.5854141943645618
5571,1.5085102578980705
5572,1.4180427920738188
5573,1.1795746494228783
5574,1.20374407489186
5575,1.3509717628595674
5576,0.6964642079833395
5577,0.05274285473045551
5578,0.05183119089016258
5579,0.05062656201663844
5580,0.04973073485377985
5581,0.048573277139687565
5582,0.04771131250223409
5583,0.04721323043310653
5584,0.04691277861884366
5585,0.04709769348112919
5586,0.04750873030047111
5587,0.04815361897476746
5588,0.04939689021552996
5589,0.050028137244711765
5590,0.05095828731583761
5591,0.05193276219571304
5592,0.05251857954870649
5593,0.053003729337253114
5594,0.11023711509879461
5595,0.740404521305921
5596,0.7843295828147562
5597,2.412890468794069
5598,2.2860739535477537
5599,1.175579488248655
5600,0.3344050831809382
5601,0.05255319205530664
5602,0.05147934126333444
5603,0.04948421394293428
5604,0.04838719456319458
5605,0.04719986417381009
5606,0.04831959121061876
5607,0.04728742011644321
5608,0.047522610336218206
5609,0.04778516299988531
5610,0.04799691766432057
5611,0.04747631639197448
5612,0.04826751795021137
5613,0.04979072034289608
5614,0.050701719671708514
5615,0.052005512101638715
5616,0.05271832000597186
5617,0.05294177479893773
5618,0.10013394789369362
5619,0.9494204953904156
5620,1.682455562630526
5621,1.7714885537723764
5622,1.9671177107380242
5623,2.26389877076532
5624,2.4375126758353463
5625,2.1104882254731447
5626,1.4210454508738748
5627,2.436404535192613
5628,2.9341276262752376
5629,2.2775040856925117
5630,2.482790040190831
5631,1.7962397776277967
5632,1.8235885823725309
5633,2.384931305906291
5634,2.6790918921163547
5635,2.747920046222829
5636,2.862523173943362
5637,3.049271114574232
5638,3.0064487593213105
5639,3.5078163523669823
5640,3.40130143346572
5641,3.7590179166748903
5642,4.080596337093065
5643,4.3716503113807335
5644,4.250551171385892
5645,4.155955476911888
5646,4.072723116786832
5647,3.9871039546701996
5648,4.207787515179116
5649,4.137919815847652
5650,3.3695282580924286
5651,3.0785772618924176
5652,2.7147177106121503
5653,2.1253916799054773
5654,0.6998394693405562
5655,0.05134460310122736
5656,0.05081829549303633
5657,0.05071438869229871
5658,0.05099751704505456
5659,0.051618659565376965
5660,0.051983370779815165
5661,0.052570394750216576
5662,0.13969590780340652
5663,1.1362540647238846
5664,1.7300032173635762
5665,2.365834841315985
5666,2.9283420799905078
5667,4.109434790965766
5668,4.0778404361946965
5669,4.070506108050851
5670,4.111557141758369
5671,3.9192174097514965
5672,3.4571607708067393
5673,1.6697354395046584
5674,0.05310531650297554
5675,0.05207517175226615
5676,0.05065147226180988
5677,0.04945980400016166
5678,0.04821019579706061
5679,0.04601897631213472
5680,0.04477100723342656
5681,0.04443141712353498
5682,0.044464036327719274
5683,0.04634348397300555
